Row	Gene	Uniprot	nrLocations	Type	LocationNumber	LOCATION	Reliability	HPAbin	SCtype	SCneigh	SC_ClassCount	SCvalid
301	DDR2	Q16832	2	MultiLoc	FirstLoc	R_Actin filaments	3_Approved	3_Cytosol	SingleCLclass	1_Secretory	1	FALSE
303	DEGS2	Q6QHC5	2	MultiLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	SingleCLclass	1_Secretory	1	FALSE
305	DGKI	O75912	1	SingleLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	SingleCLclass	3_Cytosol	1	FALSE
306	DHFRL1	Q86XF0	1	SingleLoc	FirstLoc	ZZZZ_Mitochondria	2_Supported	4_Mitochondria	SingleCLclass	1_Secretory	1	FALSE
307	DHRS12	A0PJE2	3	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	SingleCLclass	3_Cytosol	1	FALSE
310	DHRS4	Q9BTZ2	2	MultiLoc	FirstLoc	L_Nuclear membrane	3_Approved	2_Nucleus	SingleCLclass	1_Secretory	1	FALSE
312	DLC1	Q96QB1	3	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	SingleCLclass	3_Cytosol	1	FALSE
315	DLX1	P56177	3	MultiLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	SingleCLclass	3_Cytosol	1	FALSE
318	DLX2	Q07687	1	SingleLoc	FirstLoc	I_Nuclear speckles	3_Approved	2_Nucleus	SingleCLclass	2_Nucleus	1	TRUE
319	DLX5	P56178	1	SingleLoc	FirstLoc	H_Nucleus	4_Uncertain	2_Nucleus	SingleCLclass	1_Secretory	1	FALSE
320	DLX6	P56179	1	SingleLoc	FirstLoc	K_Nuclear bodies	3_Approved	2_Nucleus	SingleCLclass	2_Nucleus	1	TRUE
321	DMRTA1	Q5VZB9	1	SingleLoc	FirstLoc	A_Vesicles	3_Approved	1_Secretory	SingleCLclass	1_Secretory	1	TRUE
322	DOC2A	Q14183	3	MultiLoc	FirstLoc	H_Nucleus	4_Uncertain	2_Nucleus	SingleCLclass	3_Cytosol	1	FALSE
325	DOK7	Q18PE1	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	SingleCLclass	3_Cytosol	1	FALSE
327	DPP10	Q8N608	3	MultiLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	SingleCLclass	3_Cytosol	1	FALSE
330	DPT	Q07507	1	SingleLoc	FirstLoc	A_Vesicles	3_Approved	1_Secretory	SingleCLclass	3_Cytosol	1	FALSE
331	DSCAM	O60469	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	SingleCLclass	1_Secretory	1	FALSE
333	DTNA	Q9Y4J8	3	MultiLoc	FirstLoc	G_Nucleoplasm	4_Uncertain	2_Nucleus	SingleCLclass	1_Secretory	1	FALSE
336	DTX4	Q9Y2E6	1	SingleLoc	FirstLoc	A_Vesicles	3_Approved	1_Secretory	SingleCLclass	1_Secretory	1	TRUE
337	DUSP9	Q99956	1	SingleLoc	FirstLoc	C_Endoplasmic reticulum	3_Approved	1_Secretory	SingleCLclass	3_Cytosol	1	FALSE
338	DYX1C1	Q8WXU2	2	MultiLoc	FirstLoc	N_Cytosol	2_Supported	3_Cytosol	SingleCLclass	3_Cytosol	1	TRUE
340	DZIP1	Q86YF9	3	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	SingleCLclass	4_Mitochondria	1	FALSE
343	DZIP1L	Q8IYY4	3	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	SingleCLclass	4_Mitochondria	1	FALSE
346	EBF1	Q9UH73	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	SingleCLclass	1_Secretory	1	FALSE
348	EDA	Q92838	2	MultiLoc	FirstLoc	A_Vesicles	2_Supported	1_Secretory	SingleCLclass	3_Cytosol	1	FALSE
350	EDARADD	Q8WWZ3	2	MultiLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	SingleCLclass	3_Cytosol	1	FALSE
352	EFCAB6	Q5THR3	1	SingleLoc	FirstLoc	G_Nucleoplasm	4_Uncertain	2_Nucleus	SingleCLclass	2_Nucleus	1	TRUE
353	EFNA4	P52798	2	MultiLoc	FirstLoc	H_Nucleus	4_Uncertain	2_Nucleus	SingleCLclass	1_Secretory	1	FALSE
355	EGLN3	Q9H6Z9	1	SingleLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	SingleCLclass	3_Cytosol	1	TRUE
356	EIF1AY	O14602	1	SingleLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	SingleCLclass	3_Cytosol	1	TRUE
357	ELL3	Q9HB65	2	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	SingleCLclass	2_Nucleus	1	TRUE
359	ELMOD1	Q8N336	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	SingleCLclass	1_Secretory	1	FALSE
361	ELOVL3	Q9HB03	2	MultiLoc	FirstLoc	A_Vesicles	3_Approved	1_Secretory	SingleCLclass	2_Nucleus	1	FALSE
363	EML6	Q6ZMW3	2	MultiLoc	FirstLoc	A_Vesicles	3_Approved	1_Secretory	SingleCLclass	2_Nucleus	1	FALSE
365	EMP1	P54849	1	SingleLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	SingleCLclass	1_Secretory	1	FALSE
366	EMP3	P54852	1	SingleLoc	FirstLoc	K_Nuclear bodies	3_Approved	2_Nucleus	SingleCLclass	1_Secretory	1	FALSE
367	EN2	P19622	2	MultiLoc	FirstLoc	H_Nucleus	2_Supported	2_Nucleus	SingleCLclass	2_Nucleus	1	TRUE
369	EPAS1	Q99814	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	SingleCLclass	2_Nucleus	1	TRUE
371	EPHA6	Q9UF33	1	SingleLoc	FirstLoc	G_Nucleoplasm	1_Validated	2_Nucleus	SingleCLclass	1_Secretory	1	FALSE
372	EPHB1	P54762	3	MultiLoc	FirstLoc	C_Endoplasmic reticulum	3_Approved	1_Secretory	SingleCLclass	1_Secretory	1	TRUE
375	EPS8L3	Q8TE67	1	SingleLoc	FirstLoc	A_Vesicles	3_Approved	1_Secretory	SingleCLclass	3_Cytosol	1	FALSE
376	EPSTI1	Q96J88	1	SingleLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	SingleCLclass	2_Nucleus	1	FALSE
377	ERICH2	A1L162	2	MultiLoc	FirstLoc	M_Nucleoli (Fibrillar center)	3_Approved	2_Nucleus	SingleCLclass	3_Cytosol	1	FALSE
379	ESX1	Q8N693	1	SingleLoc	FirstLoc	I_Nuclear speckles	2_Supported	2_Nucleus	SingleCLclass	2_Nucleus	1	TRUE
380	EXO1	Q9UQ84	2	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	SingleCLclass	2_Nucleus	1	TRUE
382	FABP7	O15540	2	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	SingleCLclass	3_Cytosol	1	FALSE
384	FAM101B	Q8N5W9	3	MultiLoc	FirstLoc	R_Actin filaments	3_Approved	3_Cytosol	SingleCLclass	2_Nucleus	1	FALSE
387	FAM107A	O95990	1	SingleLoc	FirstLoc	I_Nuclear speckles	3_Approved	2_Nucleus	SingleCLclass	3_Cytosol	1	FALSE
388	FAM124A	Q86V42	2	MultiLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	SingleCLclass	2_Nucleus	1	TRUE
390	FAM132B	Q4G0M1	2	MultiLoc	FirstLoc	C_Endoplasmic reticulum	3_Approved	1_Secretory	SingleCLclass	1_Secretory	1	TRUE
392	FAM13C	Q8NE31	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	SingleCLclass	1_Secretory	1	FALSE
394	FAM155A	B1AL88	3	MultiLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	SingleCLclass	3_Cytosol	1	FALSE
397	FAM212B	Q9NTI7	1	SingleLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	SingleCLclass	3_Cytosol	1	FALSE
398	FAM221A	A4D161	1	SingleLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	SingleCLclass	3_Cytosol	1	TRUE
399	FAM26E	Q8N5C1	1	SingleLoc	FirstLoc	B_Golgi apparatus	3_Approved	1_Secretory	SingleCLclass	1_Secretory	1	TRUE
400	FAM49A	Q9H0Q0	1	SingleLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	SingleCLclass	3_Cytosol	1	FALSE
401	FAM83A	Q86UY5	1	SingleLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	SingleCLclass	1_Secretory	1	FALSE
402	FANK1	Q8TC84	1	SingleLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	SingleCLclass	3_Cytosol	1	FALSE
403	FBLN5	Q9UBX5	2	MultiLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	SingleCLclass	2_Nucleus	1	FALSE
405	FBN2	P35556	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	SingleCLclass	3_Cytosol	1	FALSE
407	FBXO16	Q8IX29	4	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	SingleCLclass	1_Secretory	1	FALSE
411	FCGBP	NA	3	MultiLoc	FirstLoc	B_Golgi apparatus	3_Approved	1_Secretory	SingleCLclass	1_Secretory	1	TRUE
414	FERMT3	Q86UX7	1	SingleLoc	FirstLoc	A_Vesicles	3_Approved	1_Secretory	SingleCLclass	2_Nucleus	1	FALSE
415	FEZ1	Q99689	2	MultiLoc	FirstLoc	P_Microtubules	2_Supported	3_Cytosol	SingleCLclass	2_Nucleus	1	FALSE
417	FGF5	P12034	3	MultiLoc	FirstLoc	H_Nucleus	2_Supported	2_Nucleus	SingleCLclass	1_Secretory	1	FALSE
420	FGR	P09769	2	MultiLoc	FirstLoc	ZZZ_Aggresome	3_Approved	3_Cytosol	SingleCLclass	1_Secretory	1	FALSE
422	FILIP1	Q7Z7B0	2	MultiLoc	FirstLoc	R_Actin filaments	3_Approved	3_Cytosol	SingleCLclass	2_Nucleus	1	FALSE
424	FLI1	Q01543	2	MultiLoc	FirstLoc	H_Nucleus	2_Supported	2_Nucleus	SingleCLclass	2_Nucleus	1	TRUE
426	FLT1	P17948	2	MultiLoc	FirstLoc	R_Actin filaments	3_Approved	3_Cytosol	SingleCLclass	1_Secretory	1	FALSE
428	FMN2	Q9NZ56	2	MultiLoc	FirstLoc	R_Actin filaments	3_Approved	3_Cytosol	SingleCLclass	1_Secretory	1	FALSE
430	FOXB1	Q99853	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	SingleCLclass	2_Nucleus	1	TRUE
432	FOXL2	P58012	2	MultiLoc	FirstLoc	H_Nucleus	2_Supported	2_Nucleus	SingleCLclass	2_Nucleus	1	TRUE
434	FOXN3	O00409	3	MultiLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	SingleCLclass	4_Mitochondria	1	FALSE
437	FOXP2	O15409	3	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	SingleCLclass	3_Cytosol	1	FALSE
440	FPR1	P21462	3	MultiLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	SingleCLclass	2_Nucleus	1	TRUE
443	FSBP	O95073	1	SingleLoc	FirstLoc	H_Nucleus	2_Supported	2_Nucleus	SingleCLclass	2_Nucleus	1	TRUE
444	FSIP1	Q8NA03	1	SingleLoc	FirstLoc	G_Nucleoplasm	4_Uncertain	2_Nucleus	SingleCLclass	3_Cytosol	1	FALSE
445	FUT10	Q6P4F1	3	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	SingleCLclass	1_Secretory	1	FALSE
448	FUT9	Q9Y231	4	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	SingleCLclass	1_Secretory	1	FALSE
452	FYB	O15117	1	SingleLoc	FirstLoc	D_Plasma membrane	3_Approved	1_Secretory	SingleCLclass	3_Cytosol	1	FALSE
453	GAP43	P17677	1	SingleLoc	FirstLoc	D_Plasma membrane	1_Validated	1_Secretory	SingleCLclass	1_Secretory	1	TRUE
454	GAS1	P54826	1	SingleLoc	FirstLoc	I_Nuclear speckles	3_Approved	2_Nucleus	SingleCLclass	1_Secretory	1	FALSE
455	GBP4	Q96PP9	1	SingleLoc	FirstLoc	D_Plasma membrane	4_Uncertain	1_Secretory	SingleCLclass	3_Cytosol	1	FALSE
456	GDA	Q9Y2T3	1	SingleLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	SingleCLclass	3_Cytosol	1	FALSE
457	GFAP	P14136	1	SingleLoc	FirstLoc	Q_Intermediate filaments	2_Supported	3_Cytosol	SingleCLclass	1_Secretory	1	FALSE
458	GFRA2	O00451	1	SingleLoc	FirstLoc	A_Vesicles	4_Uncertain	1_Secretory	SingleCLclass	1_Secretory	1	TRUE
459	GIPC3	Q8TF64	3	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	SingleCLclass	3_Cytosol	1	FALSE
462	GJB2	P29033	1	SingleLoc	FirstLoc	ZZZZ_Mitochondria	3_Approved	4_Mitochondria	SingleCLclass	1_Secretory	1	FALSE
463	GLOD5	A6NK44	1	SingleLoc	FirstLoc	ZZZZ_Mitochondria	4_Uncertain	4_Mitochondria	SingleCLclass	1_Secretory	1	FALSE
464	GLT8D2	Q9H1C3	1	SingleLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	SingleCLclass	1_Secretory	1	FALSE
465	GLUD2	P49448	1	SingleLoc	FirstLoc	ZZZZ_Mitochondria	2_Supported	4_Mitochondria	SingleCLclass	3_Cytosol	1	FALSE
466	GLYATL1	Q969I3	2	MultiLoc	FirstLoc	B_Golgi apparatus	4_Uncertain	1_Secretory	SingleCLclass	4_Mitochondria	1	FALSE
468	GPR158	Q5T848	1	SingleLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	SingleCLclass	3_Cytosol	1	TRUE
469	GPR34	Q9UPC5	2	MultiLoc	FirstLoc	H_Nucleus	4_Uncertain	2_Nucleus	SingleCLclass	3_Cytosol	1	FALSE
471	GPR87	Q9BY21	3	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	SingleCLclass	1_Secretory	1	FALSE
474	GPRIN2	O60269	1	SingleLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	SingleCLclass	3_Cytosol	1	FALSE
475	GRAMD2	Q8IUY3	3	MultiLoc	FirstLoc	J_Nucleoli	3_Approved	2_Nucleus	SingleCLclass	1_Secretory	1	FALSE
478	GREB1	Q4ZG55	2	MultiLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	SingleCLclass	3_Cytosol	1	TRUE
480	GSTO2	Q9H4Y5	2	MultiLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	SingleCLclass	3_Cytosol	1	FALSE
482	GXYLT2	A0PJZ3	3	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	SingleCLclass	1_Secretory	1	FALSE
485	HAPLN1	P10915	1	SingleLoc	FirstLoc	A_Vesicles	2_Supported	1_Secretory	SingleCLclass	3_Cytosol	1	FALSE
486	HAS2	Q92819	1	SingleLoc	FirstLoc	I_Nuclear speckles	3_Approved	2_Nucleus	SingleCLclass	1_Secretory	1	FALSE
487	HAVCR1	Q96D42	1	SingleLoc	FirstLoc	A_Vesicles	3_Approved	1_Secretory	SingleCLclass	1_Secretory	1	TRUE
488	HCK	P08631	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	SingleCLclass	1_Secretory	1	FALSE
490	HCLS1	P14317	2	MultiLoc	FirstLoc	N_Cytosol	2_Supported	3_Cytosol	SingleCLclass	3_Cytosol	1	TRUE
492	HECW1	Q76N89	1	SingleLoc	FirstLoc	N_Cytosol	2_Supported	3_Cytosol	SingleCLclass	3_Cytosol	1	TRUE
493	HELQ	Q8TDG4	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	SingleCLclass	3_Cytosol	1	FALSE
495	HES4	Q9HCC6	3	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	SingleCLclass	3_Cytosol	1	FALSE
498	HGD	Q93099	2	MultiLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	SingleCLclass	3_Cytosol	1	FALSE
500	HHEX	Q03014	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	SingleCLclass	3_Cytosol	1	FALSE
502	HHIP	Q96QV1	1	SingleLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	SingleCLclass	1_Secretory	1	FALSE
503	HHIPL2	Q6UWX4	2	MultiLoc	FirstLoc	N_Cytosol	4_Uncertain	3_Cytosol	SingleCLclass	1_Secretory	1	FALSE
505	HIC1	Q14526	2	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	SingleCLclass	2_Nucleus	1	TRUE
507	HIC2	Q96JB3	1	SingleLoc	FirstLoc	H_Nucleus	2_Supported	2_Nucleus	SingleCLclass	2_Nucleus	1	TRUE
508	HIPK2	Q9H2X6	1	SingleLoc	FirstLoc	H_Nucleus	2_Supported	2_Nucleus	SingleCLclass	2_Nucleus	1	TRUE
509	HKDC1	Q2TB90	1	SingleLoc	FirstLoc	ZZZZ_Mitochondria	1_Validated	4_Mitochondria	SingleCLclass	4_Mitochondria	1	TRUE
510	HLA-DMA	P28067	1	SingleLoc	FirstLoc	A_Vesicles	3_Approved	1_Secretory	SingleCLclass	1_Secretory	1	TRUE
511	HLA-DQB1	NA	1	SingleLoc	FirstLoc	B_Golgi apparatus	3_Approved	1_Secretory	SingleCLclass	1_Secretory	1	TRUE
512	HNF1A	P20823	1	SingleLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	SingleCLclass	3_Cytosol	1	FALSE
513	HNF4G	Q14541	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	SingleCLclass	2_Nucleus	1	TRUE
515	HORMAD1	Q86X24	1	SingleLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	SingleCLclass	3_Cytosol	1	FALSE
516	HOXA13	P31271	2	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	SingleCLclass	2_Nucleus	1	TRUE
518	HOXA3	O43365	1	SingleLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	SingleCLclass	2_Nucleus	1	TRUE
519	HOXA4	Q00056	1	SingleLoc	FirstLoc	K_Nuclear bodies	1_Validated	2_Nucleus	SingleCLclass	2_Nucleus	1	TRUE
520	HOXA9	P31269	1	SingleLoc	FirstLoc	H_Nucleus	2_Supported	2_Nucleus	SingleCLclass	2_Nucleus	1	TRUE
521	HOXB6	P17509	2	MultiLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	SingleCLclass	2_Nucleus	1	TRUE
523	HOXB8	P17481	1	SingleLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	SingleCLclass	2_Nucleus	1	TRUE
524	HOXB9	P17482	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	SingleCLclass	1_Secretory	1	FALSE
526	HOXD11	P31277	1	SingleLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	SingleCLclass	2_Nucleus	1	TRUE
527	HOXD13	P35453	1	SingleLoc	FirstLoc	H_Nucleus	2_Supported	2_Nucleus	SingleCLclass	3_Cytosol	1	FALSE
528	HP	P00738	1	SingleLoc	FirstLoc	A_Vesicles	3_Approved	1_Secretory	SingleCLclass	2_Nucleus	1	FALSE
529	HPCAL4	Q9UM19	1	SingleLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	SingleCLclass	3_Cytosol	1	TRUE
530	HPR	P00739	1	SingleLoc	FirstLoc	A_Vesicles	3_Approved	1_Secretory	SingleCLclass	1_Secretory	1	TRUE
531	HRNR	Q86YZ3	1	SingleLoc	FirstLoc	ZZZZ_Mitochondria	3_Approved	4_Mitochondria	SingleCLclass	1_Secretory	1	FALSE
532	HS3ST3A1	Q9Y663	1	SingleLoc	FirstLoc	P_Microtubules	3_Approved	3_Cytosol	SingleCLclass	1_Secretory	1	FALSE
533	HS6ST3	Q8IZP7	2	MultiLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	SingleCLclass	1_Secretory	1	FALSE
535	HSD17B13	Q7Z5P4	2	MultiLoc	FirstLoc	B_Golgi apparatus	3_Approved	1_Secretory	SingleCLclass	1_Secretory	1	TRUE
537	HSPA1A	P0DMV8	2	MultiLoc	FirstLoc	G_Nucleoplasm	4_Uncertain	2_Nucleus	SingleCLclass	2_Nucleus	1	TRUE
539	HTRA1	Q92743	1	SingleLoc	FirstLoc	D_Plasma membrane	2_Supported	1_Secretory	SingleCLclass	1_Secretory	1	TRUE
540	ID2	Q02363	3	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	SingleCLclass	3_Cytosol	1	FALSE
543	IER5	Q5VY09	2	MultiLoc	FirstLoc	H_Nucleus	2_Supported	2_Nucleus	SingleCLclass	3_Cytosol	1	FALSE
545	IFI44L	Q53G44	1	SingleLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	SingleCLclass	1_Secretory	1	FALSE
546	IFNLR1	Q8IU57	1	SingleLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	SingleCLclass	2_Nucleus	1	FALSE
547	IGDCC4	Q8TDY8	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	SingleCLclass	1_Secretory	1	FALSE
549	IGFBP1	P08833	1	SingleLoc	FirstLoc	B_Golgi apparatus	3_Approved	1_Secretory	SingleCLclass	2_Nucleus	1	FALSE
550	IKZF3	Q9UKT9	2	MultiLoc	FirstLoc	N_Cytosol	4_Uncertain	3_Cytosol	SingleCLclass	2_Nucleus	1	FALSE
552	IKZF4	Q9H2S9	2	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	SingleCLclass	3_Cytosol	1	FALSE
554	IL11	P20809	1	SingleLoc	FirstLoc	ZZZZ_Mitochondria	4_Uncertain	4_Mitochondria	SingleCLclass	1_Secretory	1	FALSE
555	IL13RA2	Q14627	2	MultiLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	SingleCLclass	1_Secretory	1	FALSE
557	IL1R1	P14778	1	SingleLoc	FirstLoc	A_Vesicles	1_Validated	1_Secretory	SingleCLclass	1_Secretory	1	TRUE
558	IL1RL1	Q01638	1	SingleLoc	FirstLoc	A_Vesicles	3_Approved	1_Secretory	SingleCLclass	1_Secretory	1	TRUE
559	IL23A	Q9NPF7	1	SingleLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	SingleCLclass	1_Secretory	1	FALSE
560	IL31RA	Q8NI17	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	SingleCLclass	1_Secretory	1	FALSE
562	IL37	Q9NZH6	2	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	SingleCLclass	3_Cytosol	1	FALSE
564	IL6	P05231	1	SingleLoc	FirstLoc	A_Vesicles	3_Approved	1_Secretory	SingleCLclass	1_Secretory	1	TRUE
565	INPP5D	Q92835	1	SingleLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	SingleCLclass	3_Cytosol	1	TRUE
566	INPP5J	Q15735	2	MultiLoc	FirstLoc	J_Nucleoli	3_Approved	2_Nucleus	SingleCLclass	3_Cytosol	1	FALSE
568	IQCD	Q96DY2	1	SingleLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	SingleCLclass	1_Secretory	1	FALSE
569	IQCG	Q9H095	2	MultiLoc	FirstLoc	R_Actin filaments	3_Approved	3_Cytosol	SingleCLclass	3_Cytosol	1	TRUE
571	IQCJ-SCHIP1	NA	1	SingleLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	SingleCLclass	3_Cytosol	1	TRUE
572	IRF1	P10914	2	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	SingleCLclass	2_Nucleus	1	TRUE
574	IRX1	P78414	2	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	SingleCLclass	2_Nucleus	1	TRUE
576	IRX4	P78413	2	MultiLoc	FirstLoc	H_Nucleus	4_Uncertain	2_Nucleus	SingleCLclass	1_Secretory	1	FALSE
578	ISY1	Q9ULR0	1	SingleLoc	FirstLoc	I_Nuclear speckles	1_Validated	2_Nucleus	SingleCLclass	3_Cytosol	1	FALSE
579	ITGA4	P13612	2	MultiLoc	FirstLoc	B_Golgi apparatus	3_Approved	1_Secretory	SingleCLclass	1_Secretory	1	TRUE
581	ITGA7	Q13683	2	MultiLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	SingleCLclass	1_Secretory	1	FALSE
583	ITIH1	P19827	1	SingleLoc	FirstLoc	A_Vesicles	3_Approved	1_Secretory	SingleCLclass	3_Cytosol	1	FALSE
584	ITPKA	P23677	1	SingleLoc	FirstLoc	A_Vesicles	3_Approved	1_Secretory	SingleCLclass	3_Cytosol	1	FALSE
585	IYD	Q6PHW0	1	SingleLoc	FirstLoc	D_Plasma membrane	2_Supported	1_Secretory	SingleCLclass	1_Secretory	1	TRUE
586	IZUMO4	Q1ZYL8	2	MultiLoc	FirstLoc	G_Nucleoplasm	4_Uncertain	2_Nucleus	SingleCLclass	1_Secretory	1	FALSE
588	JAM2	P57087	1	SingleLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	SingleCLclass	1_Secretory	1	FALSE
589	JAM3	Q9BX67	1	SingleLoc	FirstLoc	B_Golgi apparatus	1_Validated	1_Secretory	SingleCLclass	1_Secretory	1	TRUE
590	KANK3	Q6NY19	1	SingleLoc	FirstLoc	D_Plasma membrane	3_Approved	1_Secretory	SingleCLclass	3_Cytosol	1	FALSE
591	KCNB2	Q92953	3	MultiLoc	FirstLoc	J_Nucleoli	3_Approved	2_Nucleus	SingleCLclass	1_Secretory	1	FALSE
594	KCNH5	Q8NCM2	2	MultiLoc	FirstLoc	P_Microtubules	4_Uncertain	3_Cytosol	SingleCLclass	3_Cytosol	1	TRUE
596	KCNJ15	Q99712	3	MultiLoc	FirstLoc	A_Vesicles	3_Approved	1_Secretory	SingleCLclass	3_Cytosol	1	FALSE
599	KCTD4	Q8WVF5	1	SingleLoc	FirstLoc	T_Microtubule organizing center	3_Approved	3_Cytosol	SingleCLclass	3_Cytosol	1	TRUE
600	KDM4D	Q6B0I6	1	SingleLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	SingleCLclass	2_Nucleus	1	TRUE
601	KDR	P35968	1	SingleLoc	FirstLoc	D_Plasma membrane	2_Supported	1_Secretory	SingleCLclass	1_Secretory	1	TRUE
602	KHDC1	Q4VXA5	2	MultiLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	SingleCLclass	1_Secretory	1	FALSE
604	KIAA1024	Q9UPX6	1	SingleLoc	FirstLoc	B_Golgi apparatus	3_Approved	1_Secretory	SingleCLclass	3_Cytosol	1	FALSE
605	KIF23	Q02241	1	SingleLoc	FirstLoc	G_Nucleoplasm	1_Validated	2_Nucleus	SingleCLclass	4_Mitochondria	1	FALSE
